num_personas_hogar,area_vivienda_m2,num_electrodomesticos,horas_uso_ac,estrato_social,mes,consumo_kwh,nivel_consumo
1,228.1,10,2.1,C,Agosto,217.7,normal
5,158.5,5,7.1,C,Noviembre,332.7,alto
7,240.9,5,4.1,C,Diciembre,379.0,alto
2,65.2,12,0.9,B,Febrero,195.4,normal
7,,2,10.3,D,Diciembre,453.2,alto
4,61.5,14,9.8,C,Abril,392.2,alto
2,122.2,4,1.4,A,Mayo,213.4,normal
2,261.0,3,7.6,B,Septiembre,303.1,alto
2,140.0,12,1.5,D,Marzo,221.2,normal
1,240.7,5,8.1,C,Abril,267.6,normal
4,204.9,12,4.1,D,Septiembre,341.5,alto
4,285.6,10,1.3,D,Diciembre,299.6,normal
4,96.4,9,8.9,B,Mayo,340.7,alto
3,190.8,13,,C,Abril,301.3,alto
4,238.9,8,2.6,C,Junio,286.7,normal
7,193.1,10,,B,Junio,357.5,alto
2,206.3,12,8.6,D,Noviembre,344.8,alto
3,30.7,14,4.9,B,Noviembre,320.0,alto
5,157.5,5,3.6,B,Junio,275.1,normal
3,46.3,6,1.0,C,Agosto,183.2,normal
5,282.7,10,10.1,C,Agosto,461.2,alto
4,290.4,5,11.2,A,Septiembre,457.2,alto
3,228.6,13,4.1,C,Octubre,334.8,alto
4,257.4,9,2.0,C,Enero,265.5,normal
6,229.0,12,,D,Diciembre,420.3,alto
3,111.1,13,5.7,D,Abril,295.4,normal
7,263.9,2,11.7,C,Agosto,431.5,alto
2,,7,9.5,D,Julio,308.6,alto
2,,3,2.0,b,Agosto,278.6,normal
5,109.8,7,5.1,B,Noviembre,288.8,normal
1,217.5,12,6.9,D,Junio,321.7,alto
2,78.6,5,0.5,C,Enero,127.6,normal
6,253.9,14,11.7,B,Mayo,533.2,alto
4,215.7,9,10.2,C,Marzo,428.9,alto
3,144.9,13,7.5,D,Febrero,353.0,alto
2,111.0,9,1.0,C,Marzo,165.4,normal
3,54.0,9,1.4,D,Mayo,162.1,normal
2,174.0,8,5.8,D,Marzo,252.4,normal
3,173.9,10,4.0,C,Agosto,243.1,normal
3,60.4,3,6.8,B,Marzo,223.9,normal
2,206.4,12,4.3,B,Junio,311.0,alto
1,267.1,11,11.9,B,Julio,406.3,alto
2,,13,5.6,D,Febrero,340.2,alto
4,272.6,10,0.8,D,Abril,288.8,normal
6,133.8,13,0.9,B,Octubre,305.8,alto
2,261.3,12,5.5,C,Mayo,378.6,alto
5,136.5,13,8.4,A,Junio,441.3,alto
7,156.9,6,3.5,B,Abril,295.4,normal
6,160.0,9,10.8,A,Enero,440.4,alto
4,134.9,9,10.9,B,Mayo,378.7,alto
3,100.1,6,6.6,B,Febrero,259.4,normal
7,150.6,4,7.9,C,Agosto,365.0,alto
2,139.3,7,9.0,C,Enero,302.8,alto
5,83.5,5,2.0,D,Marzo,177.8,normal
7,254.0,4,2.3,C,Abril,310.5,alto
2,,11,8.4,C,Julio,303.0,alto
4,212.5,14,11.8,B,Febrero,503.0,alto
1,268.0,2,7.9,C,Enero,272.3,normal
5,277.7,2,,D,Mayo,340.9,alto
5,41.3,4,4.4,C,Enero,248.4,normal
7,294.5,5,6.6,B,Julio,453.5,alto
3,231.0,4,9.6,C,Noviembre,364.5,alto
3,286.6,10,10.2,C,Septiembre,439.0,alto
6,98.6,3,9.6,C,Septiembre,319.7,alto
3,83.9,12,11.8,B,Mayo,387.3,alto
6,98.5,10,7.9,B,Diciembre,389.0,alto
1,78.2,3,7.3,C,Mayo,216.9,normal
6,225.1,12,6.7,B,Agosto,388.1,alto
7,296.5,4,2.2,C,Enero,334.2,alto
1,160.4,5,1.5,C,Noviembre,186.8,normal
7,175.9,2,2.3,C,Noviembre,282.1,normal
4,253.1,5,8.9,C,Agosto,401.1,alto
3,206.1,2,10.7,D,Septiembre,330.8,alto
1,43.3,13,,C,Octubre,279.3,normal
1,63.3,8,5.2,C,Febrero,182.1,normal
7,162.1,2,9.2,B,Julio,389.6,alto
3,67.6,5,7.3,C,Abril,241.6,normal
1,242.5,5,10.7,b,Abril,357.4,alto
4,169.4,10,8.4,B,Febrero,397.4,alto
3,182.1,7,7.2,B,Junio,349.3,alto
7,142.3,12,0.3,D,Diciembre,307.8,alto
1,159.1,9,2.8,B,Enero,251.2,normal
4,,12,6.8,B,Mayo,418.8,alto
3,246.3,4,3.9,A,Febrero,326.8,alto
1,229.6,4,,C,Febrero,3018.4773155520775,alto
1,53.6,2,8.1,B,Septiembre,229.1,normal
7,274.1,6,7.3,D,Enero,394.9,alto
2,,6,6.2,A,Julio,231.3,normal
1,55.9,10,5.1,B,Septiembre,214.2,normal
2,60.8,7,,C,Diciembre,160.1,normal
6,266.0,12,4.4,B,Abril,417.5,alto
3,215.4,2,6.4,C,Junio,278.9,normal
1,228.5,13,6.2,D,Octubre,314.1,alto
4,188.2,2,4.3,C,Agosto,253.6,normal
1,242.4,7,10.4,C,Septiembre,350.8,alto
2,135.2,9,3.3,C,Diciembre,217.2,normal
3,202.9,3,8.5,B,Febrero,340.2,alto
6,287.5,9,5.3,B,Junio,428.7,alto
6,75.8,11,10.0,B,Enero,436.9,alto
6,44.9,4,11.7,D,Septiembre,358.4,alto
1,,6,4.0,C,Noviembre,3665.0092370729676,normal
2,81.9,11,11.0,A,Diciembre,373.3,alto
6,280.0,3,11.4,D,Marzo,430.1,alto
3,64.7,4,,B,Octubre,168.5,normal
3,244.0,7,8.7,C,Enero,359.8,alto
2,215.2,9,3.3,B,Abril,276.9,normal
3,119.3,8,2.5,C,Mayo,212.3,normal
1,209.5,6,1.9,C,Mayo,171.9,normal
2,239.5,10,3.7,C,Noviembre,293.6,normal
7,64.0,11,10.9,A,Octubre,450.7,alto
4,79.7,13,2.1,D,Marzo,283.9,normal
2,199.9,10,1.4,C,Agosto,251.8,normal
4,218.1,5,10.6,D,Diciembre,359.0,alto
4,229.7,2,7.2,A,Febrero,337.5,alto
3,114.4,4,,C,Abril,217.6,normal
4,90.1,12,9.3,B,Abril,405.5,alto
3,265.4,7,8.0,C,Marzo,381.9,alto
5,253.8,7,3.6,C,Abril,306.4,alto
6,199.9,12,4.8,C,Septiembre,369.7,alto
3,97.6,2,9.6,B,Febrero,268.1,normal
7,189.9,5,2.9,B,Marzo,294.4,normal
4,210.7,9,11.7,D,Julio,412.4,alto
7,262.5,5,10.1,B,Marzo,486.9,alto
5,107.1,13,6.6,D,Noviembre,380.0,alto
7,242.0,8,4.7,D,Marzo,384.5,alto
2,132.3,8,0.8,C,Noviembre,190.1,normal
7,208.7,12,4.0,C,Octubre,384.0,alto
5,79.9,3,0.1,D,Agosto,176.7,normal
2,92.7,2,3.4,C,Febrero,157.6,normal
4,200.4,2,9.5,B,Julio,381.8,alto
7,99.1,3,,D,Junio,296.3,normal
2,185.8,11,,C,Diciembre,339.3,alto
5,267.5,5,,B,Abril,2843.8247504534515,alto
7,30.4,2,1.7,C,Febrero,167.3,normal
6,141.0,3,10.7,B,Abril,387.8,alto
6,72.8,9,,D,Octubre,321.3,alto
1,216.6,4,5.2,C,Abril,208.1,normal
1,164.0,2,9.2,B,Mayo,266.6,normal
5,176.9,2,4.0,D,Enero,303.4,alto
2,127.4,12,0.2,A,Diciembre,236.7,normal
6,,11,6.4,A,Agosto,446.5,alto
3,135.3,14,5.6,C,Septiembre,341.0,alto
4,111.8,13,3.7,D,Junio,291.2,normal
7,45.3,13,6.3,B,Septiembre,376.3,alto
7,189.9,6,7.5,C,Octubre,403.1,alto
1,194.3,11,3.7,B,Septiembre,321.1,alto
5,241.4,2,3.4,C,Abril,311.6,alto
1,103.2,9,1.2,C,Diciembre,152.5,normal
2,70.7,3,4.6,C,Febrero,182.3,normal
1,,3,7.9,C,Septiembre,309.1,alto
3,248.1,12,1.3,B,Febrero,312.6,alto
5,215.0,13,7.8,d,Mayo,416.0,alto
1,204.1,8,8.7,C,Noviembre,301.6,alto
5,71.9,9,9.2,A,Mayo,378.9,alto
4,240.5,12,11.9,A,Noviembre,495.2,alto
7,191.2,9,7.4,D,Julio,428.8,alto
4,222.2,9,9.5,D,Junio,397.7,alto
1,41.5,14,2.5,D,Octubre,203.0,normal
3,273.7,13,6.2,C,Septiembre,365.0,alto
2,145.8,13,10.2,C,Diciembre,367.1,alto
4,134.3,14,6.3,D,Octubre,339.3,alto
5,177.1,10,9.4,B,Marzo,389.8,alto
5,191.8,9,2.5,C,Noviembre,326.1,alto
7,191.9,7,4.7,D,Octubre,359.7,alto
1,34.6,14,,A,Abril,390.8,alto
1,70.7,7,0.3,B,Octubre,185.4,normal
3,143.8,6,1.6,B,Enero,236.3,normal
7,107.0,14,3.0,C,Enero,311.0,alto
5,288.1,12,0.6,B,Septiembre,3354.2450567423202,alto
7,,2,1.6,A,Octubre,228.4,normal
3,188.4,3,9.2,B,Noviembre,354.3,alto
1,256.4,14,5.7,C,Agosto,357.2,alto
4,157.6,5,7.1,B,Abril,331.9,alto
5,239.6,5,2.0,C,Enero,273.2,normal
7,32.3,9,10.9,C,Marzo,400.5,alto
2,241.9,11,6.9,B,Enero,381.3,alto
7,93.2,13,10.4,C,Agosto,457.9,alto
2,,7,2.4,c,Diciembre,179.9,normal
7,226.7,12,5.5,B,Octubre,410.4,alto
3,81.0,12,10.7,B,Octubre,371.2,alto
1,272.1,13,7.7,C,Mayo,407.1,alto
3,104.2,3,0.7,B,Mayo,171.1,normal
3,162.2,10,,C,Agosto,270.5,normal
6,80.8,13,9.7,c,Septiembre,411.7,alto
2,33.8,12,6.2,A,Abril,326.4,alto
7,105.9,8,11.4,D,Diciembre,435.3,alto
7,79.8,4,1.8,C,Septiembre,238.2,normal
5,283.1,4,8.8,D,Abril,359.3,alto
6,98.3,12,,C,Enero,419.2,alto
4,228.4,7,6.0,C,Marzo,369.8,alto
7,131.0,2,2.3,B,Abril,249.5,normal
5,273.1,10,11.7,C,Octubre,488.3,alto
5,244.0,7,0.4,B,Marzo,284.4,normal
3,86.5,9,7.4,B,Febrero,289.4,normal
3,58.1,10,9.3,D,Marzo,330.2,alto
6,289.8,4,3.6,C,Mayo,370.1,alto
2,274.9,8,8.5,D,Septiembre,3381.357050931514,alto
1,,7,3.7,C,Septiembre,206.7,normal
4,200.7,10,11.3,B,Octubre,479.5,alto
7,184.4,14,0.4,B,Agosto,326.6,alto
4,71.4,14,9.1,D,Julio,379.2,alto
2,282.5,10,10.5,C,Febrero,432.2,alto
4,210.4,3,2.4,D,Octubre,262.9,normal
4,165.3,14,11.5,C,Febrero,436.1,alto
4,294.6,2,6.6,D,Noviembre,339.3,alto
2,,14,2.0,C,Junio,215.6,normal
6,279.4,14,4.7,D,Abril,442.1,alto
7,207.7,9,4.0,D,Enero,343.8,alto
1,75.9,7,10.2,B,Febrero,317.6,alto
6,106.2,6,0.2,C,Febrero,237.6,normal
3,234.2,4,8.8,B,Abril,346.3,alto
2,216.4,5,0.8,C,Febrero,224.4,normal
7,275.2,11,9.7,A,Julio,503.6,alto
3,241.3,8,3.0,b,Febrero,280.8,normal
3,125.8,4,8.1,C,Octubre,315.7,alto
1,247.2,8,7.2,B,Diciembre,328.3,alto
1,220.9,7,11.3,c,Julio,363.1,alto
2,77.3,8,11.4,C,Diciembre,324.3,alto
4,131.1,13,6.6,C,Abril,339.1,alto
1,289.4,8,3.8,D,Septiembre,262.6,normal
1,57.8,10,7.0,A,Agosto,298.3,normal
6,279.9,12,,D,Abril,517.5,alto
4,94.5,2,0.2,C,Julio,144.8,normal
7,239.5,2,1.6,C,Julio,317.8,alto
7,150.6,13,12.0,B,Marzo,485.7,alto
2,,6,2.4,B,Octubre,226.1,normal
5,37.1,2,4.4,D,Septiembre,228.5,normal
7,254.3,10,0.3,B,Septiembre,364.1,alto
2,293.0,7,4.3,C,Agosto,306.6,alto
5,140.8,6,6.8,B,Agosto,324.9,alto
6,286.3,11,5.9,B,Marzo,443.4,alto
5,35.7,14,0.6,A,Junio,268.9,normal
3,86.1,7,,D,Septiembre,325.4,alto
6,271.7,7,10.4,C,Enero,441.9,alto
5,121.8,5,5.1,C,Agosto,289.4,normal
5,74.5,13,10.6,B,Marzo,438.5,alto
1,221.8,4,,C,Marzo,207.3,normal
4,41.1,6,4.8,B,Agosto,265.8,normal
1,144.3,5,3.6,B,Julio,190.3,normal
6,,7,11.8,D,Mayo,402.1,alto
4,288.7,8,0.7,B,Octubre,312.7,alto
4,,10,1.5,C,Agosto,243.9,normal
1,287.4,8,10.5,A,Octubre,399.2,alto
3,118.4,7,4.6,C,Octubre,248.0,normal
2,82.8,14,6.8,B,Octubre,329.2,alto
2,213.6,11,6.7,C,Agosto,323.2,alto
5,60.1,10,3.8,D,Junio,278.7,normal
6,150.7,13,,D,Febrero,405.6,alto
7,282.1,2,8.0,B,Mayo,398.3,alto
2,98.6,7,1.4,C,Enero,155.8,normal
5,135.2,13,7.3,D,Junio,381.3,alto
1,31.9,10,4.7,D,Marzo,188.5,normal
4,130.0,2,10.5,C,Junio,301.1,alto
6,40.7,6,3.0,A,Diciembre,269.0,normal
2,118.9,2,2.1,C,Enero,164.1,normal
3,239.1,11,8.5,C,Mayo,364.5,alto
7,191.7,10,8.6,C,Octubre,444.7,alto
6,209.4,14,3.2,B,Junio,353.9,alto
2,97.9,9,5.5,C,Octubre,249.8,normal
1,71.9,6,2.9,B,Octubre,193.8,normal
4,226.3,5,1.1,A,Octubre,315.1,alto
7,194.8,6,10.1,C,Febrero,449.9,alto
2,146.8,12,4.3,B,Julio,316.6,alto
7,120.4,13,8.1,D,Febrero,412.7,alto
2,239.8,11,7.9,C,Junio,336.5,alto
2,225.9,2,1.4,B,Enero,195.6,normal
4,58.2,2,4.6,D,Septiembre,194.5,normal
3,50.2,5,10.8,C,Diciembre,305.8,alto
1,280.3,8,5.3,C,Febrero,266.1,normal
7,109.3,13,5.5,C,Diciembre,402.8,alto
5,101.8,13,5.9,C,Octubre,370.2,alto
2,201.6,8,3.4,d,Agosto,234.8,normal
3,167.1,2,9.9,C,Noviembre,315.7,alto
2,220.4,8,3.2,A,Diciembre,298.7,normal
4,196.4,9,11.9,A,Agosto,421.4,alto
6,242.7,13,1.7,B,Diciembre,373.4,alto
2,36.9,9,0.9,B,Junio,176.2,normal
1,120.8,13,1.2,B,Septiembre,254.0,normal
1,186.0,13,4.1,D,Noviembre,269.6,normal
6,210.0,9,,B,Julio,3588.7335758898503,alto
1,280.5,2,3.0,A,Septiembre,279.6,normal
3,288.3,10,5.5,C,Noviembre,359.7,alto
1,33.7,6,0.0,D,Agosto,105.5,normal
4,224.0,11,1.7,C,Agosto,313.1,alto
3,57.5,13,9.5,B,Octubre,348.1,alto
4,111.3,7,7.3,B,Febrero,317.1,alto
3,94.9,5,1.2,C,Diciembre,152.9,normal
1,125.8,6,1.0,C,Mayo,121.8,normal
2,246.4,8,4.7,C,Agosto,306.1,alto
5,181.9,7,1.2,D,Noviembre,260.8,normal
7,90.5,10,,c,Agosto,266.4,normal
5,213.6,12,1.7,A,Julio,360.9,alto
3,265.2,7,6.1,B,Agosto,321.7,alto
6,194.1,7,1.0,B,Febrero,290.7,normal
2,43.1,3,8.5,D,Mayo,225.1,normal
3,281.6,14,8.1,C,Septiembre,411.6,alto
6,278.7,7,,C,Julio,415.3,alto
5,97.3,10,7.1,C,Mayo,365.2,alto
6,45.7,12,4.1,D,Abril,267.5,normal
1,259.6,13,,C,Octubre,345.6,alto
1,120.0,3,11.3,A,Noviembre,307.8,alto
4,119.9,14,,C,Diciembre,334.8,alto
5,249.2,7,1.5,A,Agosto,277.2,normal
4,238.2,8,3.0,C,Marzo,294.7,normal
1,271.3,6,5.1,D,Diciembre,268.5,normal
1,174.0,4,,C,Mayo,205.2,normal
4,143.1,12,5.6,C,Julio,334.2,alto
1,244.2,2,3.4,D,Junio,194.5,normal
7,148.3,4,0.6,D,Diciembre,257.2,normal
7,178.9,10,0.6,D,Enero,321.4,alto
3,36.6,14,7.1,D,Junio,303.6,alto
2,276.9,2,11.2,B,Mayo,355.6,alto
2,44.3,2,11.6,C,Junio,286.9,normal
5,156.9,10,8.3,C,Septiembre,379.0,alto
3,190.3,13,2.1,A,Abril,2786.7820156549838,alto
6,221.9,4,8.5,D,Agosto,346.5,alto
7,259.9,7,1.0,C,Septiembre,299.2,normal
7,93.3,5,,D,Abril,206.7,normal
6,296.1,5,1.2,C,Diciembre,313.1,alto
6,212.9,4,5.2,B,Mayo,344.4,alto
1,37.3,14,6.9,C,Septiembre,286.3,normal
6,164.3,13,6.9,D,Mayo,407.7,alto
5,94.8,11,9.4,B,Marzo,393.7,alto
3,221.4,7,11.9,D,Diciembre,416.0,alto
4,241.3,14,10.3,B,Julio,471.9,alto
2,275.6,10,5.2,d,Diciembre,352.3,alto
3,86.0,6,5.6,C,Diciembre,248.4,normal
6,227.7,3,0.1,D,Mayo,274.3,normal
6,155.8,11,6.2,D,Agosto,372.8,alto
2,298.0,9,8.1,C,Junio,396.1,alto
2,148.8,14,,D,Septiembre,311.8,alto
1,201.7,11,5.6,D,Diciembre,284.6,normal
3,227.7,2,6.0,B,Abril,284.6,normal
5,162.9,11,8.3,D,Noviembre,406.4,alto
7,,10,9.1,C,Julio,397.7,alto
6,54.4,11,1.2,D,Noviembre,267.6,normal
3,199.6,3,4.6,b,Mayo,320.3,alto
5,65.0,8,10.3,C,Septiembre,351.1,alto
1,75.9,7,10.2,B,Febrero,317.6,alto
3,285.5,12,1.2,C,Julio,320.1,alto
2,183.0,4,,B,Noviembre,226.5,normal
4,287.0,12,11.8,C,Abril,497.2,alto
6,196.6,2,1.5,C,Abril,271.7,normal
5,,3,10.0,B,Enero,338.4,alto
1,182.3,13,6.5,A,Febrero,369.2,alto
7,,3,5.7,C,Noviembre,351.6,alto
3,145.3,9,10.8,C,Noviembre,344.6,alto
5,59.7,9,7.4,A,Junio,331.3,alto
1,136.7,12,0.4,B,Abril,226.7,normal
7,75.7,13,2.3,B,Mayo,333.6,alto
5,232.9,4,1.8,A,Diciembre,277.8,normal
4,138.0,3,10.3,C,Noviembre,320.0,alto
1,118.6,9,,B,Noviembre,245.7,normal
2,140.1,2,2.0,B,Septiembre,4784.649069144504,normal
7,32.1,8,2.6,A,Enero,280.5,normal
6,218.9,14,1.9,D,Enero,361.1,alto
7,66.7,14,,C,Noviembre,409.0,alto
6,195.4,11,0.6,D,Mayo,290.8,normal
3,83.0,11,4.3,B,Noviembre,291.9,normal
6,262.7,14,5.5,C,Agosto,452.0,alto
2,152.6,7,,B,Septiembre,220.4,normal
6,80.0,14,9.1,C,Mayo,412.7,alto
1,143.3,14,2.8,D,Junio,259.0,normal
3,67.3,14,11.5,C,Febrero,404.3,alto
2,32.5,11,7.4,D,Febrero,260.6,normal
4,218.8,4,2.4,D,Agosto,292.5,normal
7,195.6,7,10.2,B,Junio,454.1,alto
4,273.3,12,2.0,C,Septiembre,349.7,alto
4,157.9,2,8.7,A,Marzo,305.6,alto
1,293.2,2,9.9,C,Octubre,301.6,alto
5,287.4,9,1.5,D,Marzo,3658.8202153036123,alto
6,294.4,3,7.3,C,Abril,438.7,alto
1,105.7,11,,A,Enero,363.7,alto
5,224.8,11,,C,Noviembre,403.4,alto
4,36.8,11,,A,Febrero,318.8,alto
7,213.8,10,2.8,C,Octubre,368.9,alto
3,266.0,13,3.5,D,Junio,351.6,alto
3,279.9,8,0.1,D,Julio,243.4,normal
5,230.8,2,4.4,D,Marzo,281.6,normal
7,194.2,4,11.6,C,Septiembre,437.3,alto
7,241.2,12,,C,Marzo,459.2,alto
1,198.9,13,7.2,C,Mayo,350.4,alto
2,131.1,3,2.0,C,Julio,201.8,normal
7,225.1,8,5.1,A,Noviembre,385.6,alto
5,46.8,10,5.1,C,Enero,308.5,alto
1,178.0,2,10.7,D,Junio,269.3,normal
3,,8,9.6,B,Julio,410.8,alto
3,156.7,6,0.9,B,Julio,220.4,normal
1,213.1,6,0.1,C,Mayo,170.8,normal
6,154.0,13,5.9,B,Septiembre,403.9,alto
1,293.8,7,4.2,B,Mayo,283.9,normal
7,48.8,10,8.2,D,Enero,349.3,alto
3,134.3,3,9.9,b,Octubre,346.4,alto
7,,4,6.5,C,Mayo,391.8,alto
3,246.0,5,10.8,C,Marzo,350.0,alto
5,133.3,11,3.7,C,Julio,296.9,normal
1,273.5,2,2.5,D,Julio,209.7,normal
3,84.8,11,2.9,D,Febrero,246.3,normal
2,133.9,3,10.9,B,Diciembre,313.5,alto
6,282.6,2,6.4,C,Septiembre,349.2,alto
6,78.2,2,9.4,C,Septiembre,320.2,alto
2,191.5,4,2.9,C,Diciembre,204.1,normal
5,157.7,4,6.7,C,Febrero,324.8,alto
5,116.9,3,4.0,D,Febrero,223.1,normal
7,174.2,6,6.9,C,Octubre,393.5,alto
5,147.6,4,4.4,D,Marzo,244.2,normal
2,246.5,13,,B,Septiembre,353.9,alto
5,118.5,3,3.7,A,Enero,228.1,normal
7,53.8,10,1.1,A,Octubre,270.3,normal
6,269.0,6,0.4,D,Diciembre,249.1,normal
3,96.5,11,3.8,C,Agosto,306.1,alto
3,65.3,14,7.2,D,Octubre,290.6,normal
7,240.6,13,9.0,B,Agosto,490.3,alto
4,284.1,10,5.2,D,Diciembre,369.1,alto
4,148.0,2,3.9,C,Octubre,252.8,normal
4,264.7,5,10.8,D,Enero,466.1,alto
5,58.0,5,,B,Abril,298.8,normal
7,284.3,7,0.6,C,Abril,315.1,alto
7,126.5,11,3.8,B,Mayo,4036.41477969652,alto
4,117.7,5,3.3,A,Septiembre,281.7,normal
3,132.3,12,9.6,A,Septiembre,391.3,alto
1,74.1,9,3.7,D,Abril,216.1,normal
2,85.8,14,5.2,D,Marzo,266.5,normal
2,82.2,10,5.7,D,Febrero,199.1,normal
4,180.5,11,6.0,C,Enero,353.2,alto
5,,3,,C,Junio,243.7,normal
6,69.0,5,,D,Agosto,356.7,alto
2,104.9,13,10.8,D,Abril,381.4,alto
2,124.3,4,8.1,B,Octubre,284.1,normal
1,,12,11.6,C,Mayo,360.3,alto
1,178.1,14,3.1,B,Julio,284.5,normal
5,270.6,13,7.4,D,Diciembre,391.9,alto
2,34.8,9,7.5,a,Diciembre,308.6,alto
6,64.9,4,3.9,B,Julio,268.5,normal
2,246.9,4,0.1,C,Mayo,180.5,normal
7,185.7,5,8.0,C,Noviembre,400.2,alto
5,49.0,7,3.4,B,Mayo,296.6,normal
1,140.3,8,0.4,C,Diciembre,168.5,normal
4,190.1,14,1.0,B,Febrero,333.6,alto
2,56.3,4,10.1,D,Febrero,234.6,normal
7,133.8,13,,C,Octubre,385.0,alto
2,290.6,12,6.7,D,Junio,389.9,alto
3,190.2,11,9.2,D,Mayo,365.8,alto
1,280.2,9,1.8,D,Octubre,219.2,normal
6,42.4,4,10.9,C,Febrero,336.1,alto
5,265.2,8,9.4,C,Mayo,457.1,alto
5,224.9,6,3.9,C,Marzo,287.6,normal
4,,4,10.3,D,Febrero,403.9,alto
3,54.4,3,4.9,B,Junio,215.8,normal
2,71.2,12,,D,Junio,230.6,normal
1,204.8,14,1.8,D,Octubre,253.8,normal
7,281.3,14,5.7,D,Noviembre,486.4,alto
1,174.4,7,11.1,D,Diciembre,356.9,alto
6,134.2,9,2.3,B,Julio,228.3,normal
1,207.4,11,,B,Octubre,343.3,alto
1,46.1,3,7.1,C,Julio,213.6,normal
2,79.6,3,9.9,C,Marzo,284.5,normal
5,114.9,3,,C,Febrero,370.3,alto
2,250.3,4,6.0,B,Agosto,305.5,alto
4,106.5,2,4.3,A,Enero,218.4,normal
6,113.2,2,,B,Abril,3307.1988602227507,alto
5,260.7,10,0.2,C,Enero,266.1,normal
6,176.6,8,11.5,A,Octubre,480.5,alto
7,214.2,13,7.2,D,Junio,460.9,alto
4,271.1,9,2.9,C,Enero,332.6,alto
6,284.1,13,0.8,B,Marzo,395.0,alto
1,184.7,4,5.1,B,Agosto,250.5,normal
7,247.0,14,,C,Agosto,456.9,alto
1,92.1,13,2.9,B,Marzo,242.6,normal
5,258.7,10,6.3,C,Junio,427.8,alto
2,100.6,11,7.4,C,Julio,303.0,alto
5,146.5,10,9.2,D,Mayo,375.8,alto
4,35.2,7,5.5,B,Diciembre,268.5,normal
5,48.8,3,,C,Julio,334.1,alto
4,270.8,10,6.7,C,Octubre,396.5,alto
4,,11,11.8,D,Octubre,438.2,alto
3,128.3,8,7.7,B,Marzo,344.3,alto
6,248.1,4,1.1,D,Agosto,286.3,normal
3,165.8,12,3.7,C,Julio,295.0,normal
7,185.4,11,2.3,D,Noviembre,346.4,alto
7,136.7,10,9.0,C,Diciembre,427.5,alto
1,85.9,4,8.2,D,Septiembre,255.2,normal
1,,11,11.7,D,Abril,334.0,alto
3,115.9,14,0.1,B,Mayo,269.7,normal
2,160.0,5,6.6,C,Agosto,270.8,normal
7,85.3,14,9.7,A,Febrero,470.5,alto
3,77.4,8,8.9,D,Noviembre,330.9,alto
3,181.9,12,5.0,D,Abril,319.6,alto
2,40.3,12,4.9,D,Noviembre,226.3,normal
4,169.3,12,7.5,B,Enero,396.8,alto
1,176.2,5,11.9,A,Diciembre,383.5,alto
2,130.3,6,2.1,A,Agosto,180.6,normal
3,246.8,4,1.6,D,Febrero,224.9,normal
5,267.7,14,3.4,B,Enero,414.3,alto
7,162.9,5,10.8,D,Febrero,393.1,alto
6,150.5,5,8.3,C,Agosto,363.8,alto
7,49.2,3,3.7,C,Enero,262.6,normal
5,256.7,2,4.7,C,Enero,304.1,alto
6,255.6,5,9.8,C,Junio,445.6,alto
2,204.3,4,6.6,B,Marzo,307.0,alto
1,99.2,13,5.7,C,Mayo,270.3,normal
2,180.5,12,5.1,A,Agosto,329.6,alto
6,190.0,5,11.2,C,Mayo,409.1,alto
4,275.2,10,10.4,D,Agosto,463.8,alto
6,92.6,2,8.3,D,Diciembre,310.5,alto
1,157.7,13,11.1,C,Octubre,4332.126835154679,alto
5,,11,5.3,C,Noviembre,312.7,alto
3,152.1,3,,D,Mayo,199.7,normal
1,282.4,9,7.0,D,Julio,343.9,alto
7,174.3,4,1.7,D,Septiembre,268.4,normal
3,151.4,8,6.1,D,Junio,280.5,normal
2,163.5,11,3.7,C,Enero,265.4,normal
7,263.1,13,2.1,C,Febrero,365.3,alto
3,105.7,2,8.4,B,Mayo,309.8,alto
6,296.8,4,6.8,D,Enero,371.5,alto
2,271.1,13,2.6,B,Marzo,355.6,alto
4,,9,,D,Febrero,407.4,alto
6,171.8,9,6.9,B,Abril,362.1,alto
4,32.6,11,5.5,C,Julio,299.9,normal
7,263.5,11,5.8,B,Noviembre,394.5,alto
7,252.6,13,1.2,C,Noviembre,388.3,alto
4,,10,10.3,C,Octubre,408.0,alto
1,88.5,4,5.6,B,Febrero,202.1,normal
4,57.4,14,3.3,A,Febrero,304.0,alto
1,230.5,13,3.6,C,Julio,284.9,normal
1,235.9,14,5.9,C,Septiembre,350.2,alto
7,70.2,2,9.3,A,Septiembre,3434.15361761394,alto
5,71.7,13,10.7,D,Mayo,388.2,alto
7,183.1,9,3.0,D,Enero,3270.397909468373,alto
6,297.7,4,8.9,D,Enero,429.2,alto
3,249.3,7,4.1,c,Marzo,315.1,alto
1,96.0,7,9.7,C,Abril,271.8,normal
3,48.4,10,0.1,D,Abril,191.0,normal
3,278.3,12,2.2,D,Octubre,299.7,normal
7,252.5,5,11.6,B,Enero,472.6,alto
6,296.6,12,7.3,C,Enero,461.9,alto
4,263.9,5,11.8,C,Noviembre,390.4,alto
6,138.1,8,1.6,B,Septiembre,316.7,alto
7,144.8,11,2.3,C,Febrero,336.1,alto
7,220.1,3,8.1,B,Abril,406.6,alto
6,163.0,7,,C,Octubre,336.1,alto
4,43.4,2,10.0,C,Marzo,291.2,normal
1,188.6,7,2.2,B,Septiembre,207.9,normal
