categoria_producto,precio_unitario,unidades_stock,inversion_publicidad,descuento_pct,mes,ventas_mes,rotacion
Alimentos,1640.34,390,4604.34,0.8,Mayo,34046.13,alta
Ropa,837.66,98,4662.18,20.7,Junio,22331.65,alta
Alimentos,620.61,9,2108.39,35.6,Agosto,5284.08,alta
Deportes,1937.28,401,2799.86,37.3,Noviembre,16714.05,alta
Tecnologia,40.47,237,4784.89,40.3,Octubre,4448.14,media
Ropa,864.19,134,3244.8,13.0,Enero,13121.04,alta
Alimentos,1147.39,394,4674.35,34.3,Febrero,26704.27,alta
Ropa,328.32,395,2163.76,8.9,Julio,8390.07,alta
Ropa,1970.18,412,10.6,29.3,Octubre,55859.74,alta
Alimentos,204.57,255,2996.56,33.0,Septiembre,2970.66,media
Ropa,1961.34,409,1009.42,42.3,Agosto,11339.36,alta
Deportes,660.92,11,3665.65,17.9,Enero,17781.97,alta
Hogar,1433.89,125,4541.93,24.6,Junio,22360.12,alta
Alimentos,858.81,444,4874.01,2.7,Marzo,27769.97,alta
Tecnologia,1976.1,103,1217.93,42.5,Febrero,179883.7941467307,alta
Ropa,1737.89,427,3382.4,22.9,Septiembre,14978.89,alta
Deportes,1307.01,119,,43.8,Abril,37281.81,alta
Ropa,1765.03,51,4061.22,4.4,Diciembre,52398.36,alta
Deportes,,88,4041.76,11.8,Agosto,14716.81,alta
Hogar,1434.18,35,,8.2,Julio,17746.54,alta
Hogar,1934.64,327,,7.3,Julio,26478.39,alta
Deportes,751.52,220,790.82,29.7,Junio,22404.47,alta
Hogar,893.66,176,4125.99,26.7,Septiembre,7634.84,alta
Hogar,130.75,389,3650.48,2.8,Abril,4932.3,media
Deportes,1155.23,140,2049.93,23.1,Noviembre,12041.9,alta
Hogar,275.04,51,1042.13,2.3,Septiembre,6757.58,alta
Deportes,1979.24,70,2482.81,8.9,Noviembre,25160.43,alta
Alimentos,1804.54,13,2502.61,0.2,Septiembre,13307.56,alta
Alimentos,412.48,457,4576.13,40.5,Enero,15105.2,alta
ropa,,148,2638.38,14.1,Abril,12017.54,alta
Ropa,244.54,87,3547.1,8.0,Enero,8923.97,alta
Ropa,1703.36,196,1979.03,13.3,Julio,9071.02,alta
Ropa,171.65,134,592.58,36.6,Julio,1566.83,media
Deportes,,409,1316.77,27.1,Enero,26497.13,alta
Tecnologia,258.77,159,,2.6,Julio,8005.02,alta
Tecnologia,898.77,417,297.22,37.3,Julio,16573.25,alta
Hogar,342.87,237,1581.63,43.2,Octubre,6068.7,alta
Deportes,687.02,204,385.08,30.5,Diciembre,2417.93,media
Hogar,706.32,138,4819.3,27.5,Agosto,15450.4,alta
Tecnologia,1910.24,142,259.36,18.7,Mayo,47327.99,alta
Deportes,,275,4664.68,10.2,Julio,19764.47,alta
Ropa,1859.22,455,585.24,6.7,Septiembre,26334.5,alta
Deportes,1083.57,472,995.61,10.1,Agosto,8896.02,alta
Deportes,186.8,446,2685.59,37.0,Julio,5237.81,alta
Tecnologia,1341.79,288,,42.6,Agosto,43016.59,alta
Deportes,1427.68,32,4822.13,43.3,Enero,15293.78,alta
ALIMENTOS,1319.74,358,1598.84,22.3,Abril,21268.14,alta
Tecnologia,114.08,124,,46.7,Julio,5741.59,alta
Deportes,1739.04,364,2724.96,38.0,Abril,29354.77,alta
Alimentos,417.63,412,4161.31,21.2,Mayo,15274.94,alta
Ropa,1997.62,314,3902.34,10.6,Abril,38118.77,alta
Ropa,,82,,44.6,Junio,7364.69,alta
Deportes,1424.98,236,197.87,44.9,Diciembre,30846.63,alta
Ropa,365.49,49,195.38,24.0,Julio,3646.39,media
Alimentos,1634.3,363,,2.0,Abril,30066.85,alta
Hogar,720.35,271,1296.36,31.6,Junio,6420.33,alta
Hogar,830.1,92,2655.6,10.1,Junio,26509.47,alta
Hogar,384.43,481,2256.14,46.2,Mayo,8850.92,alta
Ropa,1445.47,33,2418.13,14.4,Enero,24171.86,alta
Tecnologia,1748.78,76,3998.1,49.9,Febrero,31031.24,alta
DEPORTES,741.51,224,1010.69,44.7,Julio,22570.27,alta
Tecnologia,1164.81,182,,48.5,Mayo,5985.13,alta
Alimentos,1059.93,321,4195.62,34.1,Marzo,5730.09,alta
Tecnologia,1438.85,201,2929.96,23.9,Agosto,26601.43,alta
Hogar,1960.16,310,698.88,34.5,Julio,50136.8,alta
Ropa,1970.72,156,1884.18,7.9,Junio,25604.08,alta
Deportes,1786.71,245,3859.6,17.4,Julio,14594.11,alta
Ropa,1940.37,65,4710.68,41.8,Enero,54504.42,alta
Hogar,339.56,16,4084.25,27.1,Junio,13104.98,alta
Tecnologia,1071.85,165,3214.09,9.0,Septiembre,21752.24,alta
Ropa,498.69,21,2515.84,10.9,Julio,8463.79,alta
Alimentos,75.12,217,2166.37,11.2,Enero,3720.84,media
Hogar,597.1,366,1419.42,31.9,Septiembre,12353.7,alta
Hogar,74.45,481,2999.48,36.4,Julio,5142.61,alta
Deportes,1598.46,30,3560.4,29.8,Febrero,50108.5,alta
Tecnologia,404.85,351,4267.04,31.1,Septiembre,13617.58,alta
Alimentos,527.77,309,3446.65,7.2,Octubre,13815.92,alta
alimentos,265.59,20,,14.4,Marzo,10719.1,alta
Alimentos,1694.57,259,384.8,45.9,Marzo,26501.45,alta
Hogar,62.83,140,,26.7,Febrero,573.09,baja
Alimentos,998.87,461,,39.3,Enero,21132.65,alta
Deportes,1156.12,392,2337.19,6.3,Febrero,36130.31,alta
Deportes,1325.6,297,2285.26,41.0,Junio,21408.56,alta
Hogar,,91,2599.09,24.7,Noviembre,21681.18,alta
Ropa,981.24,437,1573.31,27.9,Febrero,4040.76,media
Deportes,1221.42,116,1076.94,33.6,Marzo,23595.05,alta
Hogar,1791.41,488,3717.54,8.2,Enero,169773.08795218804,alta
Deportes,1449.8,377,615.73,37.8,Marzo,7718.18,alta
Tecnologia,1351.91,308,234.72,36.5,Abril,24815.74,alta
Ropa,1089.04,492,976.42,41.4,Octubre,28077.51,alta
Hogar,959.44,433,3972.08,41.8,Diciembre,19331.05,alta
Tecnologia,1565.77,139,1977.36,18.2,Junio,40941.97,alta
Tecnologia,657.54,100,,43.4,Julio,6872.4,alta
Hogar,262.22,145,2205.27,2.8,Noviembre,2820.62,media
Hogar,1154.92,304,1142.12,35.6,Marzo,24574.56,alta
Ropa,153.33,451,2701.72,13.5,Noviembre,4967.31,media
Hogar,1323.73,449,4160.28,19.6,Mayo,15880.21,alta
Alimentos,113.75,288,,33.9,Enero,5179.33,alta
TECNOLOGIA,802.32,245,737.32,6.0,Diciembre,17036.52,alta
Hogar,1384.87,194,1145.3,33.9,Enero,39085.27,alta
Ropa,1403.57,29,2441.44,8.5,Enero,36770.78,alta
Alimentos,67.51,378,4244.06,48.7,Marzo,3645.63,media
Alimentos,292.38,105,127.81,18.9,Marzo,2603.87,media
Tecnologia,1026.62,33,,10.9,Abril,17586.42,alta
Tecnologia,1637.83,125,2052.25,22.6,Enero,21829.51,alta
Ropa,1397.66,293,,16.1,Marzo,30961.74,alta
Ropa,285.05,146,839.61,24.4,Julio,2393.18,media
Ropa,1949.57,357,719.87,35.9,Agosto,42864.21,alta
Alimentos,,239,1377.79,3.1,Agosto,3979.81,media
Hogar,966.46,445,4423.09,24.3,Enero,26652.09,alta
Hogar,1760.57,250,108.46,49.3,Enero,44795.99,alta
Hogar,,158,3559.64,48.8,Agosto,5289.26,alta
Hogar,1293.05,47,4570.51,47.2,Octubre,25007.18,alta
Ropa,650.4,352,1108.92,26.5,Septiembre,11842.67,alta
Deportes,1898.58,127,1083.75,21.7,Noviembre,52244.43,alta
Hogar,551.14,275,4375.23,31.5,Febrero,5062.27,alta
Ropa,398.74,78,158.93,10.5,Junio,2348.05,media
Deportes,1278.25,249,4281.72,42.7,Julio,11517.99,alta
Deportes,1387.0,71,2245.82,21.6,Abril,39422.77,alta
Ropa,1600.52,109,964.14,16.1,Enero,30318.25,alta
Tecnologia,1825.36,131,402.03,29.2,Diciembre,17838.99,alta
Tecnologia,615.65,162,3700.22,37.4,Agosto,14821.18,alta
Hogar,1886.85,215,4784.53,5.4,Septiembre,33132.05,alta
Ropa,1023.55,392,3024.4,38.4,Septiembre,8796.82,alta
Hogar,1179.19,213,4008.62,27.2,Agosto,14088.17,alta
Tecnologia,663.64,490,3329.73,23.3,Febrero,7877.35,alta
Ropa,624.26,79,3386.61,1.1,Diciembre,20292.8,alta
Ropa,528.18,82,2008.27,19.2,Agosto,8280.63,alta
Hogar,1682.43,263,1987.25,43.9,Marzo,8249.59,alta
Deportes,1325.56,95,2633.23,25.1,Octubre,12584.95,alta
Deportes,1223.78,182,1523.47,20.9,Julio,23957.61,alta
Hogar,1751.58,233,2775.01,44.7,Marzo,25083.68,alta
Alimentos,1195.27,223,4761.7,3.8,Diciembre,39009.21,alta
DEPORTES,1826.57,148,,44.9,Diciembre,22494.82,alta
Deportes,1602.54,146,2657.31,37.2,Septiembre,18046.88,alta
Deportes,579.92,252,1605.61,29.8,Enero,15413.55,alta
Alimentos,1489.56,106,3028.62,7.2,Agosto,7925.34,alta
Deportes,1478.35,350,2801.86,25.6,Enero,32202.05,alta
TECNOLOGIA,1035.53,332,1452.16,31.6,Febrero,10034.05,alta
ALIMENTOS,104.23,407,1252.66,17.9,Mayo,2725.59,media
Alimentos,512.6,491,,25.2,Junio,15415.17,alta
Ropa,664.44,463,2761.58,8.6,Noviembre,6790.69,alta
Alimentos,84.81,438,2585.23,12.6,Enero,4337.39,media
Alimentos,171.88,79,2874.36,37.1,Julio,2505.18,media
Tecnologia,955.24,32,4996.51,21.8,Octubre,31040.68,alta
Hogar,347.95,109,,48.5,Agosto,5951.51,alta
Alimentos,288.66,340,3828.48,8.0,Febrero,5356.3,alta
Deportes,,123,3753.64,44.8,Julio,13933.87,alta
Deportes,921.11,369,,46.6,Marzo,24640.55,alta
Hogar,1966.14,113,1884.09,13.3,Noviembre,29494.02,alta
TECNOLOGIA,1843.87,232,2731.07,46.5,Mayo,56204.32,alta
Tecnologia,850.22,64,4043.66,7.9,Diciembre,8372.59,alta
Ropa,275.75,7,,44.3,Julio,1947.76,media
Alimentos,683.04,146,3967.65,45.6,Junio,17797.55,alta
Deportes,1283.97,223,4359.46,49.1,Octubre,29049.75,alta
Ropa,421.47,334,722.8,2.3,Febrero,7630.11,alta
Tecnologia,454.96,416,3366.72,31.8,Marzo,16118.1,alta
HOGAR,1075.08,42,2838.72,31.8,Junio,13832.07,alta
Ropa,564.02,96,256.83,2.3,Agosto,6858.37,alta
Hogar,996.86,461,1394.33,35.2,Mayo,22371.49,alta
Ropa,1683.66,39,3729.44,27.6,Diciembre,35828.81,alta
Hogar,1580.76,249,3904.06,27.2,Enero,19050.43,alta
Alimentos,321.03,341,2441.24,37.3,Abril,8437.03,alta
Tecnologia,1743.43,252,1622.29,22.0,Mayo,12910.5,alta
Ropa,646.06,462,2442.61,26.1,Octubre,8511.8,alta
Alimentos,949.63,13,,3.8,Junio,28498.2,alta
Deportes,,211,2015.07,27.0,Abril,7314.79,alta
Ropa,1929.77,193,1973.39,36.3,Febrero,10540.36,alta
Alimentos,103.96,319,2013.62,48.5,Octubre,4065.25,media
Alimentos,265.13,347,3370.78,36.9,Enero,8814.86,alta
Hogar,565.69,285,1422.63,7.8,Agosto,16326.9,alta
Deportes,1882.71,362,2538.69,49.8,Enero,15838.69,alta
Alimentos,934.11,415,,26.1,Mayo,9192.45,alta
Hogar,1886.77,495,,20.1,Marzo,11674.2,alta
Ropa,326.1,453,3148.39,39.7,Octubre,7545.32,alta
Deportes,1619.73,167,2899.26,46.1,Diciembre,29848.62,alta
Hogar,1902.85,261,4031.44,15.7,Abril,54676.75,alta
Deportes,991.88,37,3112.04,38.0,Mayo,20171.64,alta
Alimentos,336.66,194,1789.3,23.7,Febrero,5922.72,alta
Tecnologia,1501.52,381,,9.2,Enero,40255.33,alta
Ropa,658.6,118,3114.73,18.7,Noviembre,3974.89,media
Ropa,,122,112.25,12.8,Diciembre,9259.22,alta
Deportes,903.98,491,2419.02,5.4,Septiembre,13644.01,alta
Alimentos,1725.64,350,,20.3,Febrero,35337.48,alta
Deportes,725.94,499,2466.86,23.6,Septiembre,5558.23,alta
Ropa,1477.13,385,4435.62,42.0,Febrero,175133.20814994205,alta
Alimentos,1934.89,384,2355.97,5.5,Junio,59344.7,alta
Ropa,906.72,10,4441.58,29.5,Marzo,22185.34,alta
Alimentos,871.91,99,2763.34,46.3,Noviembre,13009.37,alta
Ropa,,191,789.89,30.4,Noviembre,10787.38,alta
Ropa,535.37,411,2505.06,23.4,Diciembre,14660.36,alta
Hogar,,175,3723.07,19.6,Mayo,3415.34,media
Alimentos,1343.35,400,1464.84,18.2,Febrero,7176.0,alta
Deportes,438.33,475,211.03,15.5,Septiembre,8528.17,alta
Hogar,992.96,99,4160.71,46.8,Marzo,32622.57,alta
Alimentos,1042.92,189,2827.0,7.3,Noviembre,29664.97,alta
Alimentos,544.31,99,3372.45,26.6,Septiembre,9647.9,alta
Deportes,,267,556.94,35.6,Abril,9384.67,alta
Tecnologia,192.48,41,,24.2,Febrero,6779.31,alta
Deportes,1693.5,190,3411.36,34.9,Abril,26821.56,alta
Deportes,1004.1,300,,0.4,Noviembre,25427.24,alta
Alimentos,575.97,448,1054.49,42.4,Octubre,18460.39,alta
Ropa,289.56,309,1596.34,18.0,Julio,3972.92,media
Hogar,108.39,150,62.35,19.7,Enero,1196.35,baja
Ropa,,54,1890.76,25.1,Septiembre,14824.89,alta
Deportes,187.75,177,2407.18,31.7,Marzo,7035.88,alta
Hogar,262.81,284,60.4,12.8,Abril,4698.89,media
Alimentos,1634.66,441,3211.19,34.3,Octubre,38359.08,alta
Tecnologia,1076.73,472,,36.1,Enero,32818.87,alta
Hogar,,36,3785.57,3.5,Agosto,26413.68,alta
Ropa,500.55,33,,9.5,Septiembre,12035.4,alta
Deportes,489.27,75,,43.6,Mayo,4747.32,media
Deportes,,188,4163.25,3.7,Septiembre,27560.85,alta
Hogar,1676.82,132,2775.42,5.4,Febrero,214332.27849527472,alta
Deportes,1949.75,153,4666.4,29.5,Octubre,22759.22,alta
ROPA,306.87,164,2140.16,38.1,Marzo,7810.56,alta
Hogar,919.95,273,3562.77,45.4,Marzo,18801.45,alta
Tecnologia,579.41,205,1218.05,40.8,Enero,9611.53,alta
Deportes,824.49,283,,39.0,Marzo,9508.55,alta
Ropa,1601.47,470,,23.0,Agosto,33622.51,alta
Ropa,1461.99,404,3241.8,39.0,Abril,199547.85476941688,alta
Ropa,62.35,18,4702.97,33.7,Mayo,4071.12,media
Deportes,530.74,157,3714.83,30.7,Abril,6962.18,alta
Alimentos,247.9,319,437.4,24.8,Agosto,6500.83,alta
Hogar,,34,3064.67,40.2,Octubre,42823.58,alta
Ropa,610.68,175,1778.35,6.2,Marzo,3040.34,media
Alimentos,1029.44,243,914.83,31.1,Junio,28640.7,alta
Ropa,638.58,112,3357.44,2.3,Marzo,15377.66,alta
Tecnologia,763.89,159,1426.17,33.5,Febrero,7032.74,alta
Tecnologia,965.22,92,2612.77,46.1,Marzo,133939.62039490504,alta
Deportes,824.59,205,2894.82,47.6,Julio,19901.48,alta
Ropa,1410.74,414,4969.31,24.3,Junio,34668.82,alta
Alimentos,340.32,434,2389.82,45.0,Agosto,6044.26,alta
Alimentos,646.31,156,3074.88,37.3,Mayo,9475.77,alta
Ropa,995.38,338,1018.38,43.1,Agosto,8030.71,alta
Alimentos,1744.62,89,4163.88,23.3,Abril,8875.23,alta
Tecnologia,1868.98,26,3645.33,15.4,Octubre,18800.37,alta
Alimentos,160.66,96,418.53,41.2,Enero,1389.35,baja
Deportes,881.85,203,,34.2,Febrero,11193.05,alta
ROPA,1420.97,204,4689.92,40.9,Agosto,35228.39,alta
Hogar,1897.81,30,3307.88,28.1,Mayo,17579.38,alta
Tecnologia,929.35,305,2756.55,39.3,Noviembre,13334.55,alta
Tecnologia,1214.02,455,4402.75,35.9,Febrero,7738.51,alta
Tecnologia,267.09,35,,29.7,Octubre,8597.72,alta
Hogar,1731.45,53,601.54,36.4,Noviembre,20798.79,alta
Tecnologia,110.96,277,4776.99,22.0,Mayo,5447.34,alta
Alimentos,1068.92,271,2565.11,8.1,Septiembre,8851.24,alta
Hogar,1480.37,157,3646.14,18.8,Febrero,18889.66,alta
Deportes,324.6,52,360.75,43.1,Noviembre,4716.92,media
Tecnologia,,198,4325.02,32.4,Enero,9248.58,alta
Tecnologia,1977.27,114,60.44,13.1,Noviembre,19299.45,alta
Tecnologia,137.84,48,2246.22,48.1,Abril,4131.8,media
Ropa,1431.57,445,388.19,26.5,Septiembre,16685.93,alta
Alimentos,1752.38,269,4405.76,18.7,Septiembre,31565.94,alta
Hogar,1041.17,41,348.65,9.0,Enero,9773.15,alta
Alimentos,1290.02,391,3961.37,14.3,Septiembre,22613.5,alta
Tecnologia,1744.52,238,3073.85,11.3,Junio,40652.58,alta
Ropa,68.48,318,1461.2,26.4,Septiembre,3097.43,media
Ropa,494.42,140,626.8,18.5,Marzo,2225.34,media
Ropa,1589.99,43,4754.48,16.4,Julio,40127.45,alta
Deportes,1335.22,430,3418.42,7.7,Julio,25342.69,alta
HOGAR,855.19,299,2564.62,5.0,Febrero,11639.07,alta
Alimentos,1645.83,376,2161.55,34.5,Abril,37328.54,alta
Ropa,1614.64,334,4813.49,25.2,Mayo,33366.49,alta
Tecnologia,310.36,412,1095.47,48.4,Diciembre,4350.88,media
Ropa,1173.32,310,946.95,12.0,Noviembre,12344.31,alta
Tecnologia,330.08,455,1683.22,31.2,Enero,6046.02,alta
Ropa,302.08,455,1850.86,29.7,Octubre,7697.66,alta
Deportes,612.26,149,371.33,15.9,Marzo,4838.0,media
Tecnologia,931.48,138,2406.35,21.4,Julio,7392.32,alta
Hogar,1564.96,139,1040.06,44.9,Agosto,35466.49,alta
Hogar,1534.05,82,1794.81,10.9,Enero,44739.28,alta
Alimentos,1324.33,287,865.72,44.8,Agosto,5161.03,alta
Alimentos,210.09,333,931.56,37.4,Agosto,5760.82,alta
Hogar,1870.91,189,114.96,15.4,Febrero,33034.78,alta
Ropa,1981.88,172,926.57,38.7,Mayo,20477.51,alta
Deportes,584.53,496,2129.21,23.2,Octubre,19436.76,alta
Deportes,826.93,132,748.45,31.2,Enero,22330.64,alta
Hogar,1980.95,326,548.13,43.9,Febrero,34059.99,alta
Hogar,1724.97,173,4471.68,22.7,Enero,25517.0,alta
Hogar,949.08,486,150.86,20.3,Diciembre,6520.55,alta
Deportes,1644.32,496,23.63,46.2,Mayo,5387.83,alta
Ropa,1973.66,272,1428.39,22.3,Marzo,5947.77,alta
Hogar,193.26,273,,28.9,Octubre,1952.75,media
Alimentos,1805.7,228,2527.33,6.0,Diciembre,32484.44,alta
Deportes,,286,4581.2,42.0,Enero,37276.82,alta
Tecnologia,1167.41,414,2890.58,30.4,Junio,18532.44,alta
Alimentos,516.52,435,402.57,37.1,Febrero,7266.78,alta
Ropa,1503.51,195,3530.27,17.3,Febrero,24733.21,alta
Hogar,1046.25,455,3846.76,42.0,Octubre,31861.26,alta
Tecnologia,1549.25,31,2262.79,47.3,Abril,27048.68,alta
Hogar,1339.6,67,1515.6,39.9,Diciembre,4377.47,media
Ropa,1058.07,153,1761.04,8.3,Octubre,14131.7,alta
Deportes,1115.16,452,3870.38,24.5,Febrero,15980.56,alta
Alimentos,643.7,111,4025.16,3.5,Junio,13014.3,alta
Tecnologia,994.3,213,1100.84,2.5,Febrero,4398.32,media
Hogar,845.59,29,1253.72,19.3,Agosto,16270.5,alta
Deportes,1894.82,317,2486.86,27.7,Marzo,55527.3,alta
Tecnologia,39.88,114,326.77,26.4,Agosto,1128.71,baja
Hogar,1149.24,242,1116.66,18.7,Septiembre,22662.59,alta
ROPA,872.43,498,4790.92,20.9,Junio,184042.7023500216,alta
Tecnologia,,382,769.64,37.4,Febrero,2235.76,media
Ropa,717.81,362,2313.49,25.6,Agosto,18415.59,alta
Deportes,1747.11,482,1442.19,35.5,Junio,25839.99,alta
Hogar,868.04,38,3337.13,42.1,Julio,4857.79,media
Alimentos,1592.03,72,2255.38,13.9,Diciembre,47924.72,alta
Ropa,1131.12,41,172.02,48.9,Septiembre,2610.63,media
Ropa,552.06,98,4822.56,35.8,Enero,9014.81,alta
Deportes,1615.49,48,,44.5,Marzo,39950.8,alta
Tecnologia,1471.37,43,269.21,1.0,Febrero,19688.19,alta
Tecnologia,1698.51,57,201.53,44.5,Febrero,36127.85,alta
Tecnologia,1187.51,481,227.63,23.9,Agosto,11958.27,alta
Ropa,1583.51,17,1080.69,41.0,Febrero,35420.06,alta
Hogar,1251.41,221,723.61,19.1,Septiembre,12313.31,alta
Deportes,606.59,386,474.38,42.7,Julio,5036.4,alta
Ropa,522.51,285,1279.5,43.6,Febrero,7556.39,alta
Deportes,944.52,348,2510.66,33.2,Junio,18842.79,alta
Alimentos,745.55,239,1463.78,43.8,Febrero,19699.41,alta
Alimentos,690.53,75,3905.43,27.4,Mayo,8684.34,alta
Deportes,230.35,79,2045.98,19.1,Julio,4725.32,media
Ropa,1300.82,59,3482.3,10.4,Octubre,5713.2,alta
Ropa,698.28,107,,3.8,Diciembre,14642.67,alta
Deportes,1363.49,24,1606.61,41.9,Enero,38541.12,alta
Deportes,214.81,393,2719.3,2.7,Octubre,9357.88,alta
Hogar,1728.78,55,4885.64,24.1,Marzo,15281.98,alta
Ropa,1236.98,112,1777.43,30.8,Noviembre,6340.35,alta
Ropa,532.23,484,4476.31,10.3,Marzo,8968.81,alta
Tecnologia,1636.52,150,3806.45,45.0,Septiembre,49174.55,alta
Deportes,1874.22,128,1068.53,20.7,Marzo,13708.43,alta
Alimentos,898.21,245,1548.55,33.5,Febrero,7565.41,alta
Alimentos,,357,2392.14,38.5,Enero,8952.39,alta
Ropa,1625.07,303,1764.07,3.2,Agosto,30170.68,alta
Tecnologia,94.12,433,86.23,29.6,Abril,2542.61,media
Ropa,677.07,264,4496.49,46.6,Abril,10576.26,alta
Tecnologia,1048.67,199,2518.54,24.5,Febrero,33350.98,alta
Hogar,644.68,196,2255.78,22.5,Octubre,5176.64,alta
Ropa,1931.21,130,1378.76,46.5,Marzo,38732.03,alta
Hogar,1743.17,20,3285.76,0.6,Febrero,28237.46,alta
Hogar,671.12,152,3794.02,2.2,Junio,19840.9,alta
Ropa,583.92,178,162.21,39.3,Marzo,12284.13,alta
Tecnologia,1172.34,242,3100.5,16.7,Febrero,28625.64,alta
Ropa,,444,245.74,19.0,Noviembre,19610.99,alta
Alimentos,922.25,464,,48.1,Septiembre,9927.05,alta
Ropa,937.63,296,590.13,32.3,Junio,16321.04,alta
Alimentos,1328.48,342,733.38,49.0,Diciembre,33411.82,alta
Ropa,1681.45,158,3669.85,10.1,Noviembre,25969.61,alta
Alimentos,603.18,455,2524.52,3.8,Julio,20048.11,alta
Tecnologia,,241,2907.47,4.5,Diciembre,31461.26,alta
ropa,1394.24,225,,3.6,Mayo,43121.02,alta
Hogar,648.23,206,1193.74,13.7,Febrero,19790.38,alta
Tecnologia,,68,2015.13,19.3,Enero,15624.62,alta
Hogar,221.64,24,2260.71,39.1,Diciembre,3704.79,media
Tecnologia,1703.46,253,256.29,15.9,Agosto,43953.71,alta
Tecnologia,1393.56,477,4887.15,19.8,Febrero,9160.08,alta
Ropa,1054.96,373,488.52,29.0,Diciembre,3148.89,media
Ropa,314.78,29,2285.55,8.1,Marzo,5013.02,alta
Tecnologia,1665.82,451,,9.8,Octubre,27060.65,alta
Deportes,195.31,224,4745.93,32.1,Mayo,7729.24,alta
Deportes,1197.76,188,4838.12,11.4,Julio,8686.09,alta
Deportes,1482.65,315,2786.89,31.7,Enero,42989.61,alta
Ropa,1361.9,414,679.5,0.7,Junio,6951.53,alta
Ropa,490.5,24,1434.98,13.2,Diciembre,5973.61,alta
Deportes,268.62,151,,17.3,Junio,6700.94,alta
Tecnologia,260.08,364,4053.57,44.6,Septiembre,8182.94,alta
Tecnologia,502.09,456,2053.47,15.5,Febrero,11899.1,alta
Ropa,807.06,317,3025.18,14.2,Noviembre,16952.39,alta
Ropa,971.27,286,1449.82,9.3,Septiembre,6760.06,alta
Tecnologia,1795.67,249,3393.87,45.0,Marzo,23275.43,alta
Deportes,1384.32,440,4535.33,7.4,Junio,23289.23,alta
Ropa,1827.66,457,615.35,9.0,Julio,43625.94,alta
TECNOLOGIA,296.01,290,,12.0,Junio,9404.11,alta
Deportes,1905.48,488,1439.26,38.1,Febrero,43238.32,alta
Ropa,1001.74,335,2877.05,10.4,Febrero,27871.95,alta
Ropa,1859.29,265,3122.82,21.0,Abril,23011.41,alta
Ropa,1327.94,243,4873.98,12.9,Octubre,29080.17,alta
HOGAR,1478.38,236,3196.54,42.5,Abril,37000.12,alta
Ropa,1298.48,274,489.49,11.0,Septiembre,29148.64,alta
ALIMENTOS,1073.7,472,860.65,6.2,Noviembre,12355.53,alta
Ropa,1676.2,43,2783.47,45.6,Febrero,11191.95,alta
Deportes,1896.11,408,4983.13,30.9,Mayo,55552.08,alta
Hogar,1398.75,309,,40.5,Abril,18630.89,alta
Deportes,213.26,388,84.15,25.7,Abril,5510.09,alta
Deportes,,96,267.71,30.5,Enero,23384.08,alta
Tecnologia,1376.27,295,,13.8,Diciembre,14570.82,alta
Alimentos,1964.73,327,2589.67,6.1,Julio,53356.17,alta
Hogar,524.75,125,798.99,39.4,Agosto,7904.37,alta
Hogar,986.23,408,3360.63,39.3,Mayo,8189.99,alta
Ropa,342.82,106,1650.41,12.5,Marzo,6925.86,alta
Alimentos,1969.04,466,2725.39,20.7,Septiembre,43323.27,alta
Ropa,39.77,124,3952.57,8.4,Mayo,3949.66,media
Alimentos,417.89,32,4136.85,8.9,Septiembre,11342.28,alta
Alimentos,1532.47,56,636.63,4.9,Agosto,147082.6126255409,alta
Deportes,527.12,113,305.84,25.1,Septiembre,8070.48,alta
Ropa,1718.15,37,3553.24,6.5,Septiembre,48443.03,alta
Ropa,854.6,5,3755.5,40.4,Septiembre,20169.25,alta
Ropa,1635.7,29,4835.01,31.8,Julio,23081.54,alta
Hogar,,93,659.33,42.6,Diciembre,12888.66,alta
Ropa,1725.6,406,3668.84,23.6,Octubre,49605.75,alta
Alimentos,965.01,231,2671.42,29.6,Septiembre,12898.39,alta
Hogar,1131.82,253,3571.15,31.6,Noviembre,26751.85,alta
Alimentos,1413.4,368,3021.73,5.2,Febrero,40838.92,alta
Alimentos,1064.09,496,320.13,38.8,Noviembre,29008.42,alta
Ropa,1363.75,420,2861.04,17.0,Abril,39007.92,alta
Tecnologia,1317.59,222,3122.49,23.3,Septiembre,30709.84,alta
Ropa,1077.03,150,494.91,40.6,Noviembre,19381.38,alta
Deportes,1804.25,78,1306.15,4.6,Junio,23801.51,alta
Deportes,258.33,39,2886.94,15.0,Mayo,4511.22,media
Ropa,1512.23,294,3884.98,35.8,Septiembre,31001.71,alta
Ropa,467.09,293,1130.47,44.3,Abril,209404.62724288236,alta
Ropa,1453.09,150,100.04,27.9,Marzo,16124.86,alta
Deportes,1312.38,223,1817.2,18.2,Agosto,23725.95,alta
Alimentos,901.6,174,4036.99,11.5,Noviembre,23038.96,alta
Tecnologia,313.66,245,1120.31,28.3,Mayo,9331.03,alta
Deportes,778.32,275,1121.75,8.3,Enero,5977.85,alta
Hogar,,295,232.56,43.4,Octubre,44174.39,alta
Deportes,1164.13,398,3490.22,43.8,Abril,25331.96,alta
Ropa,505.23,382,375.66,21.3,Abril,12700.97,alta
Hogar,633.67,6,665.2,23.4,Febrero,5439.21,alta
Tecnologia,984.53,372,1793.99,10.6,Julio,22116.19,alta
Deportes,546.58,259,3914.64,26.9,Marzo,14693.79,alta
Deportes,849.94,410,1969.66,40.0,Septiembre,16301.11,alta
