edad,ingreso_mensual,num_creditos_anteriores,dias_mora_historico,tiene_deuda_vigente,nivel_educacion,monto_credito_otorgado,riesgo
48,7574.11,5,6.7,0,Tecnico,248406.02594307446,no_moroso
23,3985.63,8,24.7,1,Tecnico,9888.42,no_moroso
46,8339.8,0,21.6,0,Universitario,20948.03,no_moroso
67,11204.55,3,9.9,0,Secundaria,28360.94,no_moroso
26,2969.75,7,64.9,0,Tecnico,5993.71,moroso
66,14773.67,3,7.1,0,Universitario,38715.2,no_moroso
28,11317.26,0,8.7,0,Universitario,29283.33,no_moroso
68,5626.88,4,3.4,0,Posgrado,16987.95,no_moroso
35,10456.71,1,2.5,0,Tecnico,26700.7,no_moroso
51,7130.17,0,5.9,1,Secundaria,16687.19,no_moroso
19,9018.0,5,12.3,1,Universitario,23585.99,no_moroso
44,11982.57,9,5.1,1,Universitario,31848.16,no_moroso
61,1892.63,1,3.9,0,Universitario,6668.55,no_moroso
23,4051.13,4,6.2,0,Posgrado,14590.89,no_moroso
66,4179.28,4,1.3,0,Secundaria,10858.16,no_moroso
39,2567.13,3,10.6,0,Secundaria,6133.03,no_moroso
23,,3,36.1,0,Tecnico,4979.66,moroso
58,2154.59,4,5.0,0,Tecnico,6150.25,no_moroso
49,6892.26,1,24.7,0,Secundaria,16012.08,no_moroso
18,1545.66,3,4.0,0,universitario,5345.58,no_moroso
49,12657.0,2,25.7,1,Tecnico,29972.24,no_moroso
40,9264.28,2,1.8,0,Posgrado,25484.74,no_moroso
52,2798.06,1,7.0,0,Tecnico,7271.61,no_moroso
53,5465.68,5,,0,Secundaria,14188.3,no_moroso
24,7584.24,6,24.8,1,Universitario,18834.01,no_moroso
23,8287.37,4,8.8,1,UNIVERSITARIO,21605.43,no_moroso
28,8482.91,0,0.7,0,Universitario,22268.36,no_moroso
50,2102.38,5,9.2,1,Secundaria,4960.04,no_moroso
32,,8,7.9,0,Tecnico,35258.69,no_moroso
23,8093.01,0,10.6,1,Universitario,20191.1,no_moroso
35,7811.08,1,2.7,1,Universitario,18202.9,no_moroso
47,5616.74,3,2.1,1,TECNICO,12974.82,no_moroso
67,2210.94,9,51.1,0,Secundaria,4124.0,moroso
65,3843.4,2,0.6,0,Secundaria,10355.4,no_moroso
57,14280.73,2,29.2,0,Secundaria,33885.44,no_moroso
38,14502.12,7,21.5,0,Secundaria,36332.06,no_moroso
18,13099.35,2,44.1,1,Universitario,30746.72,moroso
49,8960.54,4,2.0,0,Universitario,24910.76,no_moroso
52,9623.37,8,16.1,1,Posgrado,26275.1,no_moroso
23,14143.69,2,8.9,0,Tecnico,35589.25,no_moroso
69,10215.8,5,3.3,1,Universitario,26403.45,no_moroso
59,13749.39,3,0.6,0,Universitario,36414.77,no_moroso
36,9271.65,2,14.8,1,Tecnico,21486.99,no_moroso
21,4926.04,1,26.9,1,Secundaria,9310.11,no_moroso
44,2496.47,8,13.3,0,Secundaria,6975.13,no_moroso
52,13406.0,3,,1,Posgrado,34404.96,no_moroso
66,3717.99,6,,0,Universitario,11469.31,no_moroso
43,13463.53,7,4.7,1,Tecnico,34443.33,no_moroso
23,11792.05,9,1.4,0,Universitario,32800.55,no_moroso
67,,1,44.1,0,Universitario,27920.57,moroso
39,12886.83,8,6.7,0,Secundaria,33437.41,no_moroso
68,12178.21,1,13.2,0,Universitario,32427.88,no_moroso
53,8215.24,5,4.5,0,Universitario,22292.91,no_moroso
23,14067.58,7,22.7,0,Universitario,37415.14,no_moroso
57,12078.61,1,8.6,1,Universitario,30469.09,no_moroso
30,2413.53,2,39.5,1,Posgrado,6045.4,moroso
63,14994.8,1,6.7,1,Secundaria,36001.49,no_moroso
26,10450.06,5,11.1,0,Universitario,27916.24,no_moroso
61,,4,35.8,1,Posgrado,9892.2,moroso
37,3369.79,1,39.5,0,Tecnico,6592.78,moroso
53,,1,5.5,1,Universitario,187895.28768449923,no_moroso
54,7329.76,0,,0,Secundaria,17181.44,no_moroso
26,4440.72,7,14.4,0,Secundaria,11730.6,no_moroso
59,6865.25,7,8.6,0,Tecnico,18668.84,no_moroso
47,6076.9,4,8.5,0,Secundaria,15534.83,no_moroso
50,8666.94,4,29.1,0,Universitario,22965.49,no_moroso
57,7950.85,0,11.0,0,Tecnico,19609.6,no_moroso
62,9435.13,8,,1,Tecnico,23320.6,no_moroso
42,11104.24,0,8.7,0,Tecnico,27153.22,no_moroso
29,,9,15.5,0,Universitario,36271.4,no_moroso
19,7777.77,8,0.8,0,Tecnico,20650.3,no_moroso
34,4863.98,0,32.3,0,Universitario,12950.8,moroso
67,12435.9,3,9.9,0,Universitario,32432.17,no_moroso
23,8350.87,0,22.1,0,Tecnico,20801.47,no_moroso
33,5152.56,7,0.6,1,Universitario,15066.06,no_moroso
34,,6,,0,Universitario,22548.48,no_moroso
66,7251.88,0,7.1,0,Secundaria,18255.81,no_moroso
22,12646.9,7,3.2,0,secundaria,34109.95,no_moroso
43,6006.54,6,0.3,1,Tecnico,303857.8504883701,no_moroso
25,3846.85,3,28.4,0,TECNICO,8920.51,no_moroso
27,2654.92,2,40.9,0,Universitario,6290.68,moroso
37,6756.42,2,32.1,1,Posgrado,16763.34,moroso
53,14726.1,5,9.2,1,UNIVERSITARIO,37932.69,no_moroso
33,10768.49,9,36.0,0,POSGRADO,30406.51,moroso
35,,8,10.4,1,Secundaria,11480.19,no_moroso
24,1015.63,5,6.5,1,Universitario,2476.28,no_moroso
64,10849.0,4,0.2,0,Posgrado,30721.84,no_moroso
31,2890.97,6,33.9,0,Secundaria,7073.31,moroso
22,11773.24,7,,0,Tecnico,30649.86,no_moroso
56,13909.84,5,1.9,1,Universitario,35306.29,no_moroso
54,1692.52,2,3.6,0,Tecnico,5735.74,no_moroso
45,11079.56,4,9.3,1,Posgrado,186658.26157291172,no_moroso
69,9860.3,5,5.1,1,Universitario,24938.18,no_moroso
64,14073.18,9,0.5,0,Universitario,38990.42,no_moroso
63,5061.39,9,2.3,1,Posgrado,16394.76,no_moroso
31,3466.61,5,28.0,1,Tecnico,7811.78,no_moroso
56,957.01,0,54.1,1,Tecnico,200.0,moroso
26,1886.93,7,,1,Universitario,5241.27,no_moroso
57,13080.27,1,4.9,0,Universitario,34788.49,no_moroso
42,14701.84,0,4.3,1,Secundaria,34626.61,no_moroso
37,12402.77,1,34.9,1,Secundaria,28335.1,moroso
63,1114.79,6,6.4,1,Universitario,4129.46,no_moroso
32,9258.33,5,4.5,1,Tecnico,23000.39,no_moroso
69,9234.53,3,12.9,1,Tecnico,23012.53,no_moroso
36,13337.24,4,10.0,0,Secundaria,33810.31,no_moroso
55,5983.72,8,10.7,0,Tecnico,15814.68,no_moroso
25,2782.61,2,5.5,1,Posgrado,9119.2,no_moroso
60,14791.48,2,36.3,1,Secundaria,34055.47,moroso
30,5896.6,3,17.2,1,UNIVERSITARIO,13948.04,no_moroso
42,2086.22,5,20.1,0,Posgrado,9046.0,no_moroso
30,6940.15,1,5.6,0,Tecnico,17329.94,no_moroso
18,,8,23.5,1,Secundaria,16897.9,no_moroso
26,9082.53,3,1.0,1,Universitario,22392.75,no_moroso
22,1419.36,4,11.7,0,Universitario,4326.73,no_moroso
59,9973.75,2,1.1,0,Secundaria,26188.6,no_moroso
52,6962.5,6,,0,Tecnico,17806.01,no_moroso
57,5843.92,5,10.9,0,Universitario,16512.05,no_moroso
55,9348.04,5,20.8,1,Secundaria,22276.1,no_moroso
26,14535.59,3,1.5,0,Universitario,37828.24,no_moroso
41,7732.76,2,30.8,0,Universitario,19684.32,moroso
23,9495.51,6,0.3,1,Posgrado,26604.35,no_moroso
64,,3,57.9,0,universitario,18601.96,moroso
60,14651.5,2,3.3,1,Tecnico,36467.72,no_moroso
35,11916.17,1,,0,posgrado,33782.41,no_moroso
26,6105.52,2,10.3,0,Secundaria,14504.46,no_moroso
66,1253.07,4,25.7,0,Secundaria,2338.01,no_moroso
54,3921.23,2,19.0,0,Universitario,12291.6,no_moroso
53,11469.16,8,1.5,0,Secundaria,30035.45,no_moroso
20,14082.01,2,5.9,0,Posgrado,37808.06,no_moroso
48,8455.04,5,,1,Universitario,20985.86,no_moroso
19,11606.77,6,13.6,1,Secundaria,29129.74,no_moroso
42,5996.55,9,,0,Universitario,18187.13,no_moroso
64,,5,1.8,1,Secundaria,14688.85,no_moroso
63,14180.42,4,,0,Posgrado,38400.23,no_moroso
68,10085.41,6,11.6,1,Universitario,26164.63,no_moroso
55,6497.21,6,9.7,0,Tecnico,17096.76,no_moroso
57,,5,,1,Tecnico,28933.59,moroso
55,6127.15,3,7.4,0,Tecnico,15093.84,no_moroso
20,5079.91,7,11.3,0,Secundaria,13816.22,no_moroso
54,10190.15,3,14.7,0,Tecnico,25291.04,no_moroso
27,13833.86,4,2.8,1,Tecnico,34181.22,no_moroso
22,3407.61,7,55.8,1,Tecnico,6571.7,moroso
22,3049.66,3,10.3,1,Posgrado,8536.15,no_moroso
48,5774.51,1,0.8,0,Posgrado,17486.45,no_moroso
69,2078.33,9,36.3,1,TECNICO,4685.86,moroso
26,4500.88,8,27.5,1,Tecnico,10424.86,no_moroso
45,9141.42,2,9.5,0,Universitario,25080.44,no_moroso
63,6234.54,6,,0,Universitario,18198.79,no_moroso
19,3560.1,9,6.9,1,Posgrado,11826.28,no_moroso
29,2474.4,3,0.2,1,Universitario,7140.73,no_moroso
68,4311.21,9,18.4,0,Posgrado,14632.74,no_moroso
65,4059.45,6,49.4,0,Universitario,10701.86,moroso
46,2323.19,3,,1,Secundaria,3441.72,no_moroso
38,12619.57,7,21.4,0,Tecnico,32096.37,no_moroso
34,6932.85,0,44.6,0,Universitario,15422.36,moroso
59,11555.74,5,31.5,1,Tecnico,27303.57,moroso
66,9796.43,1,,0,Posgrado,26467.9,no_moroso
25,12352.04,5,18.8,0,Universitario,32338.44,no_moroso
64,6067.06,7,14.1,1,Universitario,15500.74,no_moroso
43,4823.11,3,16.8,1,Posgrado,13230.41,no_moroso
66,,8,2.6,1,Universitario,23375.13,no_moroso
52,1878.4,6,3.2,1,Universitario,5686.6,no_moroso
27,1205.17,4,6.4,0,Universitario,5308.87,no_moroso
46,,4,9.4,1,Tecnico,35256.98,no_moroso
49,,1,0.1,0,Secundaria,12939.76,no_moroso
45,11384.97,5,18.8,1,SECUNDARIA,26958.8,no_moroso
43,2787.42,4,,0,Posgrado,9322.43,no_moroso
42,12496.66,8,2.5,0,Universitario,34526.67,no_moroso
46,3406.5,3,5.5,0,Tecnico,9937.56,no_moroso
37,6681.92,2,0.6,1,Universitario,16522.02,no_moroso
27,10241.99,9,5.0,0,Universitario,28045.17,no_moroso
49,5315.11,8,27.3,0,Tecnico,13744.71,no_moroso
27,,6,26.6,0,Universitario,36873.83,no_moroso
66,7081.39,7,0.6,0,Universitario,20288.26,no_moroso
62,3598.74,6,5.5,1,Universitario,9821.6,no_moroso
24,14845.52,8,7.7,1,Universitario,38618.69,no_moroso
41,5501.26,9,11.5,1,Posgrado,15592.07,no_moroso
28,3851.05,6,7.6,0,Secundaria,10088.17,no_moroso
43,6226.9,9,52.9,1,Universitario,14502.72,moroso
38,2679.0,2,34.5,0,Universitario,5863.87,moroso
59,11345.67,0,10.6,0,Tecnico,28202.82,no_moroso
67,13436.06,8,18.8,0,Tecnico,35341.01,no_moroso
58,6148.11,2,0.4,0,Universitario,17680.8,no_moroso
66,10332.47,5,9.8,1,Secundaria,25722.95,no_moroso
37,12724.16,9,1.0,0,Universitario,34810.23,no_moroso
64,13660.42,7,5.1,0,Secundaria,34982.3,no_moroso
34,11075.89,1,10.6,1,Secundaria,26125.9,no_moroso
52,12981.75,4,1.4,1,Tecnico,32265.58,no_moroso
23,10914.14,3,22.8,0,Secundaria,26880.34,no_moroso
53,10706.04,4,4.1,0,Posgrado,30530.03,no_moroso
68,3428.34,7,11.9,1,Posgrado,11531.2,no_moroso
52,10293.92,5,0.1,0,Universitario,28579.87,no_moroso
56,3666.12,0,7.1,0,Universitario,10841.47,no_moroso
66,4327.86,4,9.4,1,Tecnico,9640.43,no_moroso
51,14827.25,0,22.6,0,Universitario,37017.94,no_moroso
32,11910.05,4,2.0,0,Tecnico,30972.56,no_moroso
69,11644.31,2,3.2,1,Universitario,28672.63,no_moroso
38,4158.19,3,0.4,0,Posgrado,12981.4,no_moroso
40,3516.67,4,15.4,0,Posgrado,11443.12,no_moroso
23,12782.17,7,15.1,0,Tecnico,33712.74,no_moroso
33,12634.69,4,11.1,0,Posgrado,35309.9,no_moroso
34,2375.27,3,1.1,1,Posgrado,7932.57,no_moroso
49,11166.47,0,5.6,0,Universitario,29839.38,no_moroso
24,3050.85,8,17.2,1,SECUNDARIA,6499.46,no_moroso
36,10302.25,2,3.7,0,Universitario,27335.37,no_moroso
58,7681.84,5,20.1,0,Secundaria,19582.91,no_moroso
58,10129.76,6,5.2,1,Secundaria,25089.76,no_moroso
19,10799.98,7,18.5,0,Secundaria,26905.91,no_moroso
45,14037.62,5,7.1,1,Secundaria,33264.3,no_moroso
43,6190.38,5,25.0,1,Universitario,14264.9,no_moroso
31,1696.39,6,14.0,1,Universitario,4359.29,no_moroso
57,5620.8,3,3.1,0,Universitario,15583.77,no_moroso
38,7103.83,4,14.4,0,Secundaria,18312.93,no_moroso
43,1898.54,8,25.7,1,Tecnico,4819.8,no_moroso
60,2482.44,2,13.7,0,Universitario,8029.67,no_moroso
47,1933.69,6,1.8,0,Tecnico,6126.37,no_moroso
23,11029.97,4,8.1,1,Universitario,28196.12,no_moroso
58,2432.03,5,15.4,0,Universitario,8176.45,no_moroso
63,985.3,1,87.4,1,Universitario,200.0,moroso
65,11173.8,1,13.9,0,Universitario,29588.62,no_moroso
65,6539.18,2,5.3,0,Universitario,192247.43554250477,no_moroso
43,3892.13,7,8.8,1,Secundaria,7959.01,no_moroso
26,3367.95,0,7.6,0,Tecnico,7972.73,no_moroso
26,12709.08,8,11.5,0,Secundaria,33762.53,no_moroso
49,,7,4.9,0,Tecnico,36124.42,no_moroso
22,12854.02,9,9.7,1,Universitario,32942.59,no_moroso
29,8452.0,1,,1,Secundaria,18404.08,no_moroso
27,2772.61,2,12.3,1,Tecnico,5955.29,no_moroso
33,13039.98,2,6.4,1,Tecnico,31068.18,no_moroso
64,9526.84,0,5.8,1,Secundaria,21275.82,no_moroso
43,12309.77,9,90.4,0,Universitario,30357.06,moroso
66,14300.7,9,37.8,1,Posgrado,37196.44,moroso
32,1125.0,7,7.7,1,Universitario,4842.05,no_moroso
30,3838.82,5,7.8,1,Secundaria,287476.7955683622,no_moroso
29,12666.32,3,3.5,0,Posgrado,33974.94,no_moroso
66,1407.03,8,3.3,0,Secundaria,4971.12,no_moroso
47,8537.32,3,22.6,0,Universitario,23263.96,no_moroso
68,3154.35,3,7.1,0,Posgrado,11302.18,no_moroso
29,,6,11.5,1,Tecnico,25806.48,no_moroso
59,6274.83,1,14.8,1,Universitario,15772.74,no_moroso
22,9226.1,5,9.7,1,Universitario,23554.16,no_moroso
51,3393.22,6,0.0,0,POSGRADO,12280.28,no_moroso
26,6746.05,7,20.8,1,Universitario,17402.49,no_moroso
27,10698.28,7,9.5,0,Tecnico,28151.3,no_moroso
43,13238.77,0,18.4,0,Secundaria,31882.16,no_moroso
47,14536.49,8,1.8,1,Tecnico,37658.42,no_moroso
64,8746.69,8,6.8,0,Secundaria,22486.94,no_moroso
23,3686.01,5,2.9,0,Tecnico,10020.71,no_moroso
34,10101.2,0,29.3,0,universitario,25323.92,no_moroso
69,5398.54,0,1.8,0,Tecnico,14373.19,no_moroso
45,8188.74,6,10.2,0,Universitario,22761.33,no_moroso
35,8799.05,4,21.3,1,UNIVERSITARIO,21823.45,no_moroso
65,14433.79,3,47.4,0,Tecnico,35288.14,moroso
24,8414.4,9,5.6,1,Universitario,23298.02,no_moroso
64,10959.91,8,17.8,1,Universitario,29165.05,no_moroso
22,10200.15,7,10.6,0,Universitario,28577.0,no_moroso
29,11520.22,0,6.2,0,Tecnico,29131.29,no_moroso
58,5483.8,2,33.9,0,Tecnico,13576.81,moroso
18,10102.5,8,22.7,1,Universitario,26048.31,no_moroso
54,13595.27,2,12.5,1,Universitario,34790.37,no_moroso
66,7126.34,4,,0,Universitario,19929.0,no_moroso
30,11293.73,2,32.5,1,Tecnico,26130.08,moroso
24,8159.27,3,,1,Universitario,20152.54,no_moroso
38,14355.44,9,2.4,1,Universitario,37749.8,no_moroso
66,14842.29,5,7.4,1,Universitario,36892.78,no_moroso
29,7165.01,2,10.4,0,tecnico,18636.65,no_moroso
63,5291.25,5,12.8,0,Tecnico,13774.92,no_moroso
58,,0,23.2,1,Secundaria,532.18,no_moroso
53,4676.73,1,,1,Universitario,11948.93,no_moroso
67,9384.4,6,43.5,1,Secundaria,20930.04,moroso
50,7065.39,4,21.3,0,Universitario,19599.84,no_moroso
57,2236.31,9,2.6,1,Tecnico,6582.93,no_moroso
26,5792.02,7,7.8,0,Secundaria,15654.83,no_moroso
43,7911.43,5,11.3,1,Universitario,20183.49,no_moroso
33,8614.25,4,16.1,1,Posgrado,22565.73,no_moroso
52,2208.55,4,,1,Tecnico,4560.95,no_moroso
38,11585.76,6,5.4,0,Posgrado,33444.97,no_moroso
64,7060.27,1,3.1,1,Universitario,17656.3,no_moroso
65,869.28,3,26.3,1,Universitario,1741.99,no_moroso
23,2222.5,8,68.8,1,Secundaria,1868.39,moroso
42,3682.26,9,2.6,1,Tecnico,9842.86,no_moroso
66,10167.08,2,2.5,1,Universitario,26435.56,no_moroso
19,12461.46,8,18.9,0,Tecnico,32614.75,no_moroso
50,4432.93,3,,0,Posgrado,13748.1,no_moroso
29,13171.84,6,6.4,1,Tecnico,33200.14,no_moroso
42,4088.69,7,9.9,0,Tecnico,11213.6,no_moroso
32,11109.22,9,10.5,0,Tecnico,28910.49,no_moroso
60,2992.37,0,13.3,0,Tecnico,7173.46,no_moroso
37,5002.23,8,4.6,1,Universitario,14225.41,no_moroso
39,2801.38,1,6.2,0,Universitario,8326.05,no_moroso
27,1590.65,9,0.9,1,Universitario,6048.51,no_moroso
28,7497.48,9,12.0,1,Secundaria,17820.88,no_moroso
52,11919.4,7,4.9,0,Secundaria,30689.81,no_moroso
49,,8,19.2,0,Posgrado,21193.8,no_moroso
43,12746.73,8,8.0,0,Universitario,34479.47,no_moroso
50,5427.0,8,17.4,1,Universitario,13962.82,no_moroso
20,11603.93,9,2.1,1,Posgrado,32589.34,no_moroso
35,14741.21,9,39.5,0,Posgrado,39953.89,moroso
50,5776.04,6,48.8,0,Universitario,14411.17,moroso
27,9615.22,5,9.1,0,Secundaria,25174.74,no_moroso
50,4209.48,8,1.9,1,Universitario,11496.83,no_moroso
29,4711.78,9,12.1,0,Tecnico,13695.38,no_moroso
53,4676.65,3,11.4,0,Tecnico,13150.68,no_moroso
54,5863.4,8,16.1,1,Universitario,16119.62,no_moroso
29,13115.49,0,9.8,1,Tecnico,31355.83,no_moroso
47,8133.16,8,26.5,1,TECNICO,20176.02,no_moroso
20,12852.11,7,20.3,0,Universitario,34329.24,no_moroso
48,886.09,0,,1,Tecnico,842.05,no_moroso
57,2434.52,3,,0,Posgrado,9920.4,no_moroso
32,12226.12,0,26.6,0,Universitario,29565.5,no_moroso
65,6808.88,0,17.5,0,Universitario,17740.0,no_moroso
63,2604.86,6,3.6,0,Posgrado,9885.7,no_moroso
67,7996.33,1,7.5,0,Posgrado,22776.79,no_moroso
55,14040.27,9,21.4,0,Tecnico,36864.21,no_moroso
24,10253.94,2,3.3,0,Posgrado,29891.61,no_moroso
54,11433.43,0,1.7,1,Tecnico,28831.97,no_moroso
26,1682.62,2,3.8,0,Posgrado,6660.91,no_moroso
48,13348.78,8,19.9,1,secundaria,32640.77,no_moroso
35,14516.9,9,80.5,1,Universitario,33542.09,moroso
20,2918.81,1,11.2,0,Universitario,8074.07,no_moroso
47,9665.46,2,5.6,0,Universitario,26353.28,no_moroso
32,13450.37,6,,1,Universitario,32866.33,moroso
58,3622.12,9,37.7,0,Posgrado,12050.22,moroso
65,5090.11,4,47.7,1,Tecnico,10410.7,moroso
68,10969.7,6,17.4,0,Secundaria,27159.33,no_moroso
27,2091.46,3,41.6,1,Secundaria,2576.66,moroso
64,11359.75,5,3.1,0,Tecnico,29421.27,no_moroso
37,804.64,2,8.2,0,Posgrado,5319.12,no_moroso
38,1021.66,5,11.7,1,Secundaria,1425.74,no_moroso
38,2526.07,6,6.0,0,posgrado,10470.33,no_moroso
57,7063.44,2,13.4,0,Secundaria,17945.42,no_moroso
36,10585.23,0,0.5,0,Universitario,28042.08,no_moroso
39,4502.71,8,11.7,0,Universitario,13160.44,no_moroso
66,8922.88,3,19.6,0,Universitario,24130.24,no_moroso
28,5934.89,4,2.5,1,Tecnico,14853.75,no_moroso
38,12575.03,5,20.0,1,Tecnico,29746.03,no_moroso
27,1699.62,6,5.9,0,Posgrado,8622.66,no_moroso
41,9215.92,8,9.9,0,Universitario,26405.17,no_moroso
25,1672.85,6,,1,Tecnico,4503.49,no_moroso
26,6906.24,5,14.8,0,Secundaria,17414.4,no_moroso
45,8236.2,8,8.0,1,Tecnico,20220.26,no_moroso
34,4564.06,9,6.6,0,Universitario,14815.46,no_moroso
33,1866.85,4,22.7,1,Secundaria,3234.53,no_moroso
40,7310.7,8,26.1,0,Tecnico,18999.47,no_moroso
45,11019.05,9,,1,Tecnico,27715.71,no_moroso
42,1599.99,0,5.6,0,posgrado,7580.24,no_moroso
41,,5,13.1,1,Secundaria,25571.84,no_moroso
22,3758.1,5,29.0,0,Tecnico,8873.74,no_moroso
45,4139.37,3,4.0,0,Universitario,12273.31,no_moroso
60,4052.92,9,6.9,1,Universitario,11738.37,no_moroso
54,4465.96,9,11.8,0,Tecnico,12890.13,no_moroso
51,13190.89,3,40.7,0,Universitario,32659.1,moroso
20,1484.04,7,,0,Secundaria,5323.19,no_moroso
28,9664.39,6,14.8,0,Secundaria,24580.49,no_moroso
39,1332.93,4,1.7,0,Tecnico,4939.02,no_moroso
62,8626.56,2,29.8,0,Universitario,23480.74,no_moroso
22,8978.18,4,10.8,1,Tecnico,20696.14,no_moroso
43,1674.16,4,,1,Tecnico,2438.03,no_moroso
66,14782.64,4,15.4,0,Secundaria,291813.4443356753,no_moroso
27,2000.86,7,36.5,0,Tecnico,4981.59,moroso
59,13856.57,8,0.1,0,Universitario,36586.15,no_moroso
59,7837.24,4,,0,Posgrado,23350.02,no_moroso
34,1360.82,2,17.1,0,Tecnico,4217.5,no_moroso
31,13731.93,7,0.5,1,Secundaria,33775.15,no_moroso
63,14272.74,4,4.7,0,Universitario,37744.75,no_moroso
56,9051.51,4,,0,Universitario,24477.3,no_moroso
43,,7,8.1,0,Posgrado,38513.38,no_moroso
45,7537.39,1,3.1,1,secundaria,17436.38,no_moroso
43,6196.22,0,8.4,0,Universitario,16828.25,no_moroso
55,14692.2,1,6.5,0,Tecnico,36842.29,no_moroso
44,,5,10.0,1,Secundaria,9220.45,no_moroso
54,11836.69,1,47.2,0,Tecnico,27913.35,moroso
49,1108.54,2,,0,Posgrado,6068.85,no_moroso
26,10802.86,8,5.3,0,Tecnico,29456.17,no_moroso
24,6240.28,8,,1,Universitario,15400.27,moroso
40,14381.69,1,12.4,1,Posgrado,36694.65,no_moroso
59,10337.86,0,13.1,0,Universitario,26066.66,no_moroso
49,,1,16.7,0,Posgrado,12589.7,no_moroso
69,8835.04,3,9.0,0,Tecnico,22605.44,no_moroso
59,,8,10.4,0,Universitario,5735.35,no_moroso
35,2495.38,6,,0,Universitario,9413.3,no_moroso
58,9886.24,4,,0,Secundaria,24480.03,no_moroso
35,6553.76,3,1.0,0,Universitario,18272.96,no_moroso
60,4865.29,2,36.6,1,Tecnico,9763.86,moroso
56,,9,17.2,0,Universitario,33440.51,no_moroso
42,4975.69,0,39.6,0,Tecnico,11265.4,moroso
44,11620.66,6,0.4,0,Universitario,32725.34,no_moroso
64,9388.1,8,16.0,1,UNIVERSITARIO,23521.17,no_moroso
54,11271.99,5,4.3,0,Universitario,30934.04,no_moroso
25,2685.16,0,6.2,1,Posgrado,8426.09,no_moroso
51,7460.11,7,0.3,0,Tecnico,198865.42988764474,no_moroso
65,4612.57,9,14.8,1,Universitario,12976.31,no_moroso
59,8492.59,9,2.6,0,Tecnico,22681.73,no_moroso
30,1931.86,6,13.5,1,Tecnico,4321.65,no_moroso
54,9274.82,8,16.4,0,Universitario,26167.19,no_moroso
34,,7,15.0,0,Tecnico,8466.69,no_moroso
56,7034.1,0,2.1,0,Secundaria,16177.98,no_moroso
39,,7,0.5,1,Universitario,27912.12,no_moroso
35,10867.4,0,,1,Tecnico,24533.84,moroso
19,13409.18,8,0.9,1,Tecnico,34168.83,no_moroso
57,12649.2,1,,1,SECUNDARIA,29624.09,no_moroso
44,9754.75,4,7.5,1,Universitario,24976.15,no_moroso
66,1899.8,3,12.6,0,Universitario,6097.35,no_moroso
43,11047.62,6,4.3,1,Universitario,29249.68,no_moroso
27,6843.02,6,5.4,1,Tecnico,16881.2,no_moroso
43,4943.47,4,0.1,1,Tecnico,11444.22,no_moroso
63,8017.88,0,4.6,0,Tecnico,20265.46,no_moroso
41,9482.83,5,12.9,0,Universitario,25735.58,no_moroso
44,5016.82,6,2.9,0,Universitario,15550.96,no_moroso
33,13819.64,6,16.1,1,Universitario,34584.88,no_moroso
28,8295.67,9,3.8,0,posgrado,25015.63,no_moroso
30,10010.68,3,42.4,1,Universitario,23924.62,moroso
69,,8,12.9,0,Secundaria,35908.39,no_moroso
49,8772.59,7,20.1,0,Secundaria,21844.21,no_moroso
26,,9,12.9,1,Universitario,13028.13,no_moroso
66,12530.56,5,0.5,1,Tecnico,31433.64,no_moroso
58,1626.38,4,9.5,0,Posgrado,7811.05,no_moroso
49,9624.12,7,,1,SECUNDARIA,23577.36,no_moroso
60,3596.32,6,1.0,0,Tecnico,269002.1307606401,no_moroso
24,1858.99,3,0.8,0,Tecnico,5718.51,no_moroso
53,1414.58,7,1.5,0,Universitario,6245.24,no_moroso
50,2177.74,6,21.2,1,Universitario,4790.33,no_moroso
28,11209.29,6,6.7,1,POSGRADO,30260.63,no_moroso
67,4840.95,1,9.4,1,Posgrado,13487.96,no_moroso
58,9152.22,6,,0,Secundaria,23097.51,no_moroso
46,12908.76,6,2.8,1,Posgrado,34744.89,no_moroso
54,1756.52,7,24.9,1,Tecnico,4265.7,no_moroso
59,8774.07,5,19.3,1,Secundaria,20703.09,no_moroso
19,9320.75,1,,0,Posgrado,25594.36,no_moroso
69,14142.62,8,0.1,1,Universitario,37200.52,no_moroso
42,6545.19,5,,1,Universitario,17657.73,no_moroso
31,8646.66,2,30.7,1,Universitario,20586.02,moroso
21,10161.43,7,4.0,1,Posgrado,27985.72,no_moroso
19,9450.72,2,1.5,0,UNIVERSITARIO,24664.45,no_moroso
22,9377.58,7,2.3,0,Secundaria,25347.1,no_moroso
58,968.99,3,,0,Universitario,2788.92,no_moroso
32,3067.13,5,,0,Tecnico,9599.24,no_moroso
38,11614.12,8,16.7,0,Universitario,31386.14,no_moroso
59,3224.2,8,1.0,0,Tecnico,10399.33,no_moroso
20,5996.04,3,6.4,0,Posgrado,17692.29,no_moroso
39,13878.53,9,19.6,1,Secundaria,33641.86,no_moroso
43,2768.54,7,8.9,0,Secundaria,8183.27,no_moroso
58,,7,,1,Tecnico,31162.85,no_moroso
42,11958.56,8,37.9,0,Universitario,30573.98,moroso
60,11217.29,8,18.6,0,TECNICO,29316.18,no_moroso
48,898.64,8,1.9,0,Secundaria,4294.62,no_moroso
36,,7,9.1,0,Secundaria,26881.56,no_moroso
55,3635.36,9,11.9,1,Tecnico,8837.67,no_moroso
69,11843.96,7,9.5,0,Tecnico,30612.78,no_moroso
30,14006.51,5,8.8,0,UNIVERSITARIO,37687.72,no_moroso
